Yil,Soru_ID,Ana_Konu,Alt_Konu,Zorluk,Soru_Metni,Secenek_A,Secenek_B,Secenek_C,Secenek_D,Dogru_Cevap
2020,10,Sözel Mantık,Çıkarım Yapma,3,"Türkiye'de taşıt plaka kodları, 27 Eylül 1962 tarihinde yayımlanan yönetmelikle düzenlenmiştir. Bu tarihte il niteliğinde bulunan 67 şehre alfabetik sıraya göre taşıt plaka kodları verilmiştir. Bu tarihten sonra farklı zamanlarda il olan şehirlere de taşıt plaka kodu verilmiştir.
(Plaka Kodları Tablosu burada yer almaktadır.)
Bu bilgilerden aşağıdakilerin hangisine ulaşılamaz?","A) Ardahan, Eskişehir'den sonra il olmuştur.","B) Şanlıurfa'ya ""Şanlı"" unvanı 27 Eylül 1962'den sonra verilmiştir.","C) Gaziantep ""Gazi"" unvanını 27 Eylül 1962'deki düzenlemeden önce almıştır.","D) Bursa, Manisa'dan önce il olmuştur.",D
2020,11,Paragrafta Anlam,Ana Düşünce,3,"Bizim zamanımızda şiir, hayatımızın içinde yer alan ve ruhumuzu ince söyleyişleriyle besleyen bir türdü. Şiirin etkisi, on beş yirmi sene öncesine göre çok çok azaldı. İnternet üzerinden de dolaşıma girmesine rağmen şiirin etkisi azalmaya devam etmektedir. Bunun temel sebebi, hayatın bugünkü koşullarının heyecan, zevk, merak unsurlarını anlık duygular hâline getirmesidir. Şairin ilham aldığı bir melek yok artık! Melekler hayatımızdan çekildi! Onları hayatımızdan çekilmeye zorladık. Artık ilhamı, içi boş şeylerden alıyoruz.
Bu metnin yazıldığı türle ilgili aşağıdakilerden hangisi doğrudur?",A) Bir kişinin başından geçen olaylar aktarılmıştır.,B) Düşünceler bir olay örgüsü çerçevesinde dile getirilmiştir.,C) Düşünceler kanıtlama amacı güdülmeden öznel bir üslupla ifade edilmiştir.,D) Bir konuyla ilgili tespitler bilimsel gerçekliğe uygun olarak anlatılmıştır.,C
2020,12,Paragrafta Anlam,Ana Düşünce,3,"Avustralya'da yaşayan Rebecca isimli bir kadın, dünyada sadece 80 kişide görülen ""süper otobiyografik hafıza""ya sahip. Rebecca, bugüne kadar yaşadığı en önemsiz olayları bile gayet net hatırlayabiliyor. Çocukken okuduğu kitapların hemen hepsini cümlesi cümlesine ezbere anlatabiliyor. Çoğu insanın gıpta edebileceği bu yetenek, sonradan olumsuz bir duruma dönüşebiliyor. Yeni şeyler öğrenme konusunda zaman zaman güçlükler çeken Rebecca, hatıralarıyla baş etmekte zorlanıyor. Bu özel durum, yeni öğrenmelere yer açan unutmanın ne kadar güzel olduğunu gösteriyor.
Bu medya metninin yazılış amacı aşağıdakilerden hangisidir?",A) Olay yorumlama - Bilgi aktarma,B) Bilgi aktarma - İkna etme,C) Kültür aktarma - Olay yorumlama,D) İkna etme - Kültür aktarma,A
2020,13,Sözel Mantık,Mantıksal Çıkarım,4,"İlçe çapında düzenlenecek müzik yarışması için A ve B okullarından Ebrar, Gülsüm, Kemal ve Murat seçilmiştir. Birlikte müzik grubu kuracak olan bu isimler; davul, gitar, piyano ve yan flüt çalacaktır. Bu kişilerle ilgili bilinenler şunlardır:
• Her bir kişi sadece bir müzik aleti çalacaktır.
• Gülsüm davul çalacaktır.
• Murat, gitar ve piyanodan birini çalacaktır.
• Kemal'in yan flüt ve piyano çalmayacağı bilinmektedir.
• A okulundan seçilenler davul, yan flüt ve gitardan ikisini çalacaktır.
• Kemal ve Gülsüm farklı okuldan seçilmiştir.
Bu bilgilere göre aşağıdakilerden hangisi kesin olarak söylenir?",A) Gülsüm ve Ebrar aynı okula gitmektedir.,B) Kemal gitar çalacaktır ve B okulundadır.,C) Ebrar A okulundadır ve yan flüt çalacaktır.,D) Kemal ve Murat aynı okula gitmektedir.,C
2020,14,Paragrafta Anlam,Ana Düşünce,3,"Nasıl başladı, ne vakit başladı bilemiyorum ama ilk belirtiler dokuz yaşımda iken ortaya çıktı. Misafirlerle bahçede oturuyorduk. Yaşlı bir adam saati sordu. Aksi gibi, kimsede saat yoktu. Eniştem içeri, saate bakmaya koştu. Ben o sırada: ""Üçü yirmi geçiyor."" deyivermiştim. Boğazdan geçen vapurlara bakıp zamanı bazen dakikası dakikasına kestirmek mümkündü. Görünürde vapur olmadığı anlaşılınca gözler fal taşı gibi açıldı ve hep bir ağızdan ""- - - -"" dediler. ""Bilmem."" dedim. ""Dilimin ucuna geliverdi işte."" Rahmetli halam: ""Tesadüf a canım!"" dedi. ""Attı tuttu işte. Olmaz mı böyle şeyler?"" Öbürküler de: ""Evet, tesadüf."" dediler. ""- - - -"" diye de eklediler.
Bu metinde boş bırakılan yerlerden herhangi birine mantık akışına göre aşağıdakilerden hangisi getirilemez?",A) Ama bu kadar olur yani!,B) Aslında saati biliyordu.,C) Saati tutturmama önce kimse şaşırmadı.,D) Peki ama nasıl bildin?,B
2020,15,Sözel Mantık,Şifreleme ve Kodlama,3,"Görsellerde bir şifreleme sistemine ait çarklar verilmiştir.
Üç harflik bu şifreleme sisteminde, yazılacak sözcüklerin harfleri için önce A çarkından harfin numarası bulunur; sonra sözcüğün birinci harfi için T, ikinci harfi için G, üçüncü harfi için B çarkından o numaraya karşılık gelen harf yazılır. Üçten fazla harfi olan sözcüklerde ise döngü aynı şekilde devam ettirilir.
Buna göre ""VATAN"" sözcüğünün bu şifreleme sistemindeki karşılığı aşağıdakilerden hangisidir?",A) RGUTT,B) RGUGT,C) RTGTU,D) RTGGU,A
2020,16,Grafik Yorumlama,Motorların Çalışma Seviyeleri ve Pilin Şarj Durumu,3,"Hibrit Otomobilin Çalışma Sistemi
Kalkış: Sadece elektrikli motor çalışır.
Normal sürüş: Asıl gücü elektrikli motor sağlarken diğer motor gerektiğinde destek olur.
Hızlı sürüş: Benzinli motor asıl gücü sağlarken elektrikli motor destek olur. 
Yavaşlama-Frenleme: Benzinli ve elektrikli motor durur.
Pilin Şarj Olma Durumları
• Benzinli motor çalıştığında düşük düzeyde şarj olur. (Hızlı sürüşte şarj olmaz.)
• Frenleme sırasında yüksek düzeyde şarj olur.
(Uyarı: Simgeler üzerindeki bölmelerin doluluk seviyesi, motorların çalışma seviyesini ve pilin şarj olma durumunu göstermektedir.)
Bu bilgilerden yola çıkarak benzinli ve elektrikli motorun çalışma seviyeleri ile pilin şarj olma durumunu göstermek isteyen biri, aşağıdakilerin hangisinde yanlışlık yapmış olur?",A) Kalkış,B) Normal sürüş,C) Hızlı sürüş,D) Yavaşlama-Frenleme,B
2020,17,Yazım Kuralları,Noktalama İşaretleri,3,"Shenzen şehri 1980'lerde uygulanmaya başlanan SEZ (Özel Ekonomik Bölge) projesiyle kurulmuş ve bu projeden sonra gelişmiş bir şehir. Shenzen sokaklarını adımlar ve teknolojik dünyanın enerjisini hissederken hep aynı tipler çıkıyor önünüze: düşlerinin peşinden koşan girişimciler, ilham peşindeki sanatçılar, kişilik arayışına çıkmış kayıp ruhlar...
Bu metindeki noktalama işaretlerinin işlevi aşağıdakilerin hangisinde yanlış verilmiştir?","A) İki nokta, kendisiyle ilgili örnek verilecek cümlenin sonuna konmuştur.","B) Virgül, birbiri ardınca sıralanan eş görevli kelime ve kelime gruplarının arasında kullanılmıştır.","C) Yay ayraç, cümledeki anlamı tamamlayan ve cümlenin dışında kalan ek bilgileri belirtmek amacıyla konmuştur.","D) Üç nokta, herhangi bir sebepten dolayı açık yazılmak istenmeyen kelime ve bölümlerin yerine konmuştur.",D
2020,18,Dil Bilgisi,Özne,3,"Özne; yüklemin bildirdiği işi yapan, yüklemin bildirdiği durumu üzerine alan ögedir. Nesne ise cümlede öznenin yaptığı eylemden etkilenen ögedir. ""Selim çantasını masaya bıraktı."" cümlesinde bırakma işini yapan ""Selim""dir ve cümlenin öznesidir. Selim'in bırakma işinden etkilenen ise ""çanta""dır ve cümlenin nesnesidir.
Bu açıklamaya göre aşağıdakilerin hangisinde altı çizili öge cümlenin öznesidir?",A) Pencerenin önündeki ağacın çiçekli dalları rengarenk bir kelebeği ağırlıyordu.,B) Sağlı sollu ırmaklar kasabadaki doğuya meyilli sokakları canlandırmıştı.,C) İlkbahar rüzgârıyla neşelenen martılar sessizliğe bürünen sokağı çınlatıyordu.,D) Derme çatma kır bahçesini genç bir dut ağacının gölgesi koruyordu.,A
2020,19,Dil Bilgisi,Fiilimsiler,3,"Açıklama
Cümlede durum veya zaman bildiren fiilimsiler zarf-fiildir.
Örnekler:
Murat Nehri donunca gençler, üzerinde top zaman bildiren zarf-fiil oynuyormuş.
Gözlerini kitaptan ayırmadan sorduğum durum bildiren zarf-fiil soruya cevap verdi.
(I) Yaz aylarında tamamen kuruyan Kara Muğla Deresi'nin yatağını takip ederek Saburhane Meydanı'na ilerliyorum. (II) Saburhane'nin sürprizli sokaklarına doğru yol alırken yüzleri ısıtan neşeli ilkbahar güneşinin ağaçlara can verdiğini hissetmek zor olmuyor. (III) Kim bilir üst üste kaç kat kireç atılmış bembeyaz boyalı evleri keşfetmek için sokak aralarına dalıyorum. (IV) Evlerin ahşap bölümleri, Saburhaneli kadınların titizliğiyle siline siline özgün ve büyülü bir sanat eserine dönüşmüş sanki.
Bu parçada numaralanmış cümlelerin hangisinde zarf-fiil yoktur?",A) I,B) II,C) III,D) IV,C
2020,20,Yazım Kuralları,Yazım Yanlışları,2,"(I) Çayın hikâyesi yaklaşık beşbin yıl evvel Çin'de başladı. (II) Efsaneye göre İmparator Shen Nung bir öğle istirahatindeyken hizmetkârları, içmesi için ona bir kapta su kaynatıyorlardı. (III) Bu sırada tatlı bir rüzgâr, sıcak suya birkaç çay yaprağı düşürdü. (IV) İmparator, bu suyu içince öyle beğendi ki çay bir içecek olarak keşfedilmiş oldu.
Bu parçadaki numaralanmış cümlelerin hangisinde yazım yanlışı vardır?",A) I,B) II,C) III,D) IV,A
2021,1,Sözcükte Anlam,Anlamı Değişen Sözcükler,3,“Vurmak” sözcüğü aşağıdakilerin hangisinde “olumsuz yönde etkilemek” anlamında kullanılmıştır?,A) Ayağını kanepenin kenarına sertçe vurdu ve başparmağını incitti.,B) O akşam sokağın bütün gürültüsü odama vuruyordu.,"C) Yeni yolun açılması, eski yol üzerindeki benzinlikleri vurdu.",D) Yılların yorgunluğu yaşlı adamın yüzüne vurmuştu.,C
2021,2,Sözcükte Anlam,Anlam İlişkileri,3,Altı çizili söz öbeğinin bu cümleye kattığı anlam aşağıdakilerden hangisi olamaz?,A) Birbirine karışmak,B) Bir bütün olmak,C) Aynı noktada buluşmak,D) Karmaşık hâle gelmek,D
2021,3,Sözcükte Anlam,Deyimler,3,Numaralanmış cümlelerdeki deyimlerin hangilerinde “üzüntü” anlamı vardır?,A) I ve II,B) I ve IV,C) II ve III,D) III ve IV,C
2021,4,Paragrafta Anlam,Anlam Bütünlüğü,3,Boş bırakılan yere aşağıdakilerden hangisi getirilirse metnin anlam bütünlüğü bozulur?,A) Çünkü,B) Halbuki,C) Ancak,D) Oysa,A
2021,5,Sözel Mantık,Yargı ve Sonuç,3,Yargılarından hangilerine kesinlikle ulaşılır?,A) Yalnız I,B) Yalnız III,C) I ve II,D) II ve III,D
2021,6,Sözel Mantık,Anlamca Çelişen İfadeler,3,Numaralanmış özdeyişlerden hangileri anlamca birbirleriyle çelişmektedir?,A) I ve II,B) I ve IV,C) II ve III,D) III ve IV,C
2021,7,Paragrafta Anlam,Ana Düşünce,3,Bu konuşmaya göre Selvi'nin içinde bulunduğu durumu aşağıdakilerden hangisi en iyi tanımlar?,A) İyi başlayan bir şeyin iyi sonuçlanmayacağını düşünmektedir.,B) Mutlu olduğu zamanlarda üzücü anılarını hatırlamaktadır.,C) Bir işin sonunda hayal kırıklığına uğramaktan çekinmektedir.,D) Olumsuz düşünceleri güzellikleri yaşamasına engel olmaktadır.,D
2021,8,Paragrafta Anlam,Ana Düşünce,3,Altı çizili sözle anlatılmak istenen aşağıdakilerden hangisidir?,"A) Roman yazarı, tasarladığı ana kurgunun dışına her istediğinde çıkamaz.",B) Romandaki olaylar gerçek hayattan alınmışsa gerçeklerden uzaklaşılamaz.,C) Roman kahramanlarının kişiliği gerçek hayata uygun şekillendirilir.,D) Yazar romanını kurgularken çevresindeki kişilerden etkilenmez.,A
2021,9,Paragrafta Anlam,Anlamca Birleştirme,3,Bu iki cümlenin anlamca doğru bir biçimde birleştirilmiş hâli aşağıdakilerden hangisidir?,"A) Tesla’nın bulduğu dalgalı akım, Edison’un... doğru akımdan çok daha üstündü.",B) Tesla’nın bulduğu dalgalı akımdan önce Edison’un keşfettiği doğru akım...,C) Tesla’nın bulduğu dalgalı akım... Edison’un bulduğu doğru akımdan üstündü.,"D) Tesla’nın bulduğu, uzun mesafelere aktarılınca telleri eriten dalgalı akım...",A
2021,10,Paragrafta Anlam,Ana Düşünce,3,Bu metinde asıl anlatılmak istenen aşağıdakilerden hangisidir?,A) Ön yargıyla hareket etmek haksızlığa sebep olur.,B) Mutsuzluğun kaynağı gereksiz şüpheciliktir.,C) Gerçekler gizlenemez.,D) İnsan nasıl düşünüyorsa hayatı öyle algılar.,D
2021,11,Paragrafta Anlam,Ana Düşünce,3,Bu metinde vurgulanan düşünce aşağıdakilerden hangisidir?,A) Tabiat olayları bilime ilham verir.,B) Buluşlar uzun araştırmalar sonucu ortaya çıkar.,C) Buluşları doğuran meraktır.,D) Uygarlığı bilim insanları geliştirmiştir.,C
2021,12,Paragrafta Anlam,Ana Düşünce,3,Yazarla ilgili aşağıdakilerden hangisi söylenemez?,A) Okurların ilgisini çekmeyen konulara değinir.,B) Anlaşılması için üzerinde düşünülmesi gereken eserler yazar.,C) Maddi kaygı gözetmez.,D) Okuyucunun beklentilerini önemsemez.,A
2021,13,Paragrafta Anlam,Ana Düşünce,3,Bu metnin dil ve anlatımıyla ilgili aşağıdakilerden hangisi söylenemez?,A) Kısa cümleler kullanılmıştır.,B) Olaya dayalı bir anlatım yapılmıştır.,C) Özlü sözlerden yararlanılmıştır.,D) Kişisel görüşlere yer verilmiştir.,B
2021,14,Paragrafta Anlam,Düşünce Akışı,3,Bu metindeki düşünce akışını sağlamak için numaralı cümlelerden hangileri yer değiştirmelidir?,A) II ve III,B) II ve IV,C) III ve V,D) IV ve V,B
2021,15,Paragrafta Anlam,Ana Düşünce,2,Bu metnin konusu aşağıdakilerden hangisidir?,A) Ulaşım araçlarının gelişimi,B) Alışveriş alışkanlıklarının değişimi,C) İcatların hayatı kolaylaştırması,D) Nakliye araçlarının ticarete etkisi,D
2021,16,Sözel Mantık,İlişki Kurma,3,Bu metinde anlatılanlarla ilişkilendirilemeyecek kavram hangisidir?,A) Umut,B) Özlem,C) Teselli,D) Kaygı,A
2021,17,Sözel Mantık,Çıkarım Yapma,3,Bu bilgilere göre aşağıdakilerden hangisi doğrudur?,A) Somali’de bulunan kişi iletişim uzmanıdır.,"B) Ömer, Kamboçya’da görev yapmaktadır.",C) Yeşim’in mesleği doktorluktur.,D) Mozambik’e giden kişi beslenme uzmanıdır.,C
2021,18,Grafik Yorumlama,Veri Analizi,3,Bu grafiğe göre aşağıdakilerden hangisi söylenebilir?,A) 2018 Kasım ayı ve sonraki iki ay eşittir.,B) Her iki yılın nisan–ağustos dönemi düzenli artmıştır.,C) En büyük fark ekimdedir.,D) En fazla ihracat yapılan ay her iki yılda da aynıdır.,A
2021,19,Sözel Mantık,Anlam Yürütme,3,Bu anket uygulamasına göre aşağıdakilerden hangisi kesinlikle doğrudur?,A) Her zaman yapanlar aileden öğrenmiştir.,B) Yaş arttıkça yemek yapan sayısı azalır.,C) 330 kişi yemek yapmayı 41–50 yaş arasında öğrenmiştir.,D) Yemek yapmayı öğrenmiş olup hiç yapmayanlar vardır.,D
2021,20,Sözel Mantık,Mantıksal Çıkarım,3,Buna göre kasa açıldığında ok hangi sayıyı gösterir?,A) 50,B) 60,C) 70,D) 80,C
2022,1,Sözcükte Anlam,Anlam İlişkileri,3,Aşağıdakilerin hangisinde altı çizili söz cümleye 'belli bir sıra gözetmeksizin' anlamı katmıştır?,"A) Yaptığım işleri orada burada anlatıyor, beni yere göğe sığdıramıyordu.","B) Romanın orasından burasından parçalar okuyor, yorumlamamızı istiyordu.",C) Hayat bu zamana kadar beni oradan oraya sürükleyip durdu.,D) Odanın orasında burasında kıyafetler duruyordu.,B
2022,2,Paragrafta Anlam,Ana Düşünce,3,"Yazar, eserinde günümüz dünyasının en tartışmalı sorunlarından biri olan internetin kullanımıyla ilgili çarpıcı tespitlerde bulunarak toplumun bu konudaki bulanık düşüncelerini berraklaştırmıştır. Bu cümledeki altı çizili sözle anlatılmak istenen aşağıdakilerden hangisi değildir?",A) Kuşkudan kurtarmak,B) Aydınlığa kavuşturmak,C) Tereddütleri gidermek,D) Yanlışlıkları düzeltmek,D
2022,3,Paragrafta Anlam,Ana Düşünce,3,"(I) Kitaplar, dergiler, makaleler kısaca kâğıt üzerine düşmüş her sözcük anlaşılmak için okuyucudan gayret bekler. (II) Yazar ne kadar açık anlatırsa anlatsın, okurun kültür ve eğitim seviyesi ne kadar yüksek olursa olsun anlatılmak istenen anlaşılmayabilir veya farklı anlaşılabilir. (III) Bunda yazarla okurun hayata bakış açılarının, bilgi ve birikimlerinin farklı olmasının önemli bir etkisi vardır. (IV) Yazarla okur bir araya gelip yazılanlar üzerinde tartışmadığı sürece bu durum sürüp gider.  Bu metindeki numaralanmış cümlelerle ilgili aşağıdakilerden hangisi söylenemez?","A) I. cümlede, metnin anlaşılması için okura düşen görevden bahsedilmiştir.","B) II. cümlede, yazılan bir metnin amacına ulaşamayabileceği dile getirilmiştir.","C) III. cümlede, yazarların hayata okurlardan daha geniş bir açıyla baktıkları vurgulanmıştır.","D) IV. cümlede okurun, yazarın anlattıklarını doğru anlaması için gerekli koşul belirtilmiştir.",C
2022,4,Paragrafta Anlam,Ana Düşünce,3,"(I) Şairlerin ilk şiir kitapları çok önemlidir. (II) Sanat hayatları boyunca yayımladıkları şiir kitaplarının sayısı da önemlidir. (III) Çünkü onlarda hem taptaze bir heves hem de uzun sürmesi arzulanan bir yolculuğa dair işaretler vardır. (IV) Şairlerin sanat hayatlarının başlangıcı olan kitaplar, zamanla açılıp serpilecek şiirlerinin şifresi gibidir. (V) Bir şairin şiir anlayışını daha iyi belirlemek için de onun ilk adımına bakmak gerekir. Bu metindeki numaralanmış cümlelerden hangisi düşüncenin akışını bozmaktadır?",A) II,B) III,C) IV,D) V,A
2022,5,Paragrafta Anlam,Ana Düşünce,3,"'Hayat Yaz Yağmuru Gibi' adlı tiyatro oyununda farklı insan karakterleri geçiş yapar sahneden. '----' ilk çıkar sahneye. Hafif çiseleyen bir yaz yağmurunda bile elleri ayaklarına dolaşır onların. Pireyi deve yaparlar bir anda. Yaz yağmuru tufana dönüşürken kulakları tıkalı, gözleri kapalı olanlar da vardır. Evlerinin penceresinden izlerler etrafı, '----' diye adlandırılırlar. Sırılsıklam ıslanma pahasına tufana göğüs gerenler de olur. Sel götürmesin diye etrafı, binbir türlü yol denerler. '----' diye bilinir onlar. Bir de '----' vardır ki yağmurun tufana dönmesini bekleyip kendi önerilerine uymayanları suçlamakla mutlu olurlar. Tufan olurken etrafta göremezsiniz onları. Ne zaman ki tufan diner, tiyatro biter; o zaman sahne alırlar.  Aşağıdakilerden hangisi bu metinde boş bırakılan yerlerden herhangi birine getirilemez? ",A) Dünyayı ben mi kurtaracağımcılar,B) Ben demiştimciler,C) Eyvah bittikçiler,D) Sen yaparsıncılar,D
2022,6,Paragrafta Anlam,Ana Düşünce,3,"Pelin: Melis, burası yüzlerce yıl önce yaşanan o şehir değil artık. Hâlâ o şehirdeymiş gibi o zamanın koşullarını sürdürmeye çalışarak yaşaman anlamsız. Bugünü anlaman, doğru değerlendirmen için bundan kurtulmalısın. 
Melis: Oturduğumuz mahalle geçmiş kokuyor, geçmişin izleri yanı başımızda. Mesela mahallemizin adı Hancı Değirmeni, derenin kenarındaki değirmenden alıyor adını. Yüz yıl önce de buğday öğütülüyormuş, şimdi de... Bu süreklilik gerçekten etkilemiyor mu seni?  
Bu konuşmaya göre aşağıdakilerden hangisi söylenemez?","A) Pelin insanın, içinde yaşadığı çağın şartlarına uygun yaşaması gerektiğini düşünmektedir.","B) Melis, Pelin'in geçmişi değersiz görmesine şaşırmaktadır.","C) Pelin, Melis'in bakış açısını değiştirmesi gerektiğini dile getirmektedir.","D) Melis yaşadığı yeri, o yerin geçmişle olan bağlarıyla değerlendirmektedir.",B
2022,7,Grafik Yorumlama,Veri Analizi,3,"(Soru bir grafik yorumlama sorusudur: Amerika, Gürcistan, Fransa ve İtalya'nın 2006, 2008 ve 2011 yıllarında ülke dışına çıkan ziyaretçi sayılarını gösteren grafik verilmiştir.) Bu grafik aşağıdaki haber metinlerinden hangisini desteklemektedir?","A) Günümüzdeki en büyük sorunlardan biri göçtür. Her ne kadar Amerika, Fransa ve İtalya gibi gelişmiş ülkelerde göç edenlerin sayısı az gibi görünse de bu sayı hep artmıştır.","B) Son yıllarda bazı ülkeleri ziyaret eden turist sayısı artmıştır. Bu anlamda 2006, 2008 ve 2011 yıllarında Amerika'ya gelen ziyaretçi sayısı Gürcistan ve Fransa'nın gerisinde kalmıştır.","C) İnternetin etkisiyle insanların değişik ülkeleri görme isteği yurt dışına çıkan ziyaretçi sayılarını artırmıştır. Yıllara göre yurt dışına çıkan ziyaretçi sayısında Gürcistan başı çekerken onu Fransa, Amerika ve İtalya takip etmiştir.","D) Amerika, Gürcistan, Fransa ve İtalya'nın iş nedeniyle ülke dışına çıkan ziyaretçi sayısı sürekli artmıştır. İtalya ekonomik durgunluğa rağmen ülke dışına çıkan ziyaretçi sayısında diğer ülkeleri geride bırakmıştır.",C
2022,8,Paragrafta Anlam,Ana Düşünce,3,"İnsanları bir arada en iyi ne tutabilir? Korku mu? Korku bir süre sonra insanları ikiyüzlülüğe sürükler, çok geçmeden birbirine düşürür. Baskı veya zorbalık mı? Baskı ve zorbalık olanca sertliğiyle de ortaya çıksa gücü her yere, herkese erişemez. Diyelim ki erişti. Çok geçmeden korku kaplar ortalığı, yalnızlığa götürür insanı. Alışkanlıklar mı? Alışkanlıklar da zamanla yitirir değerini, gerçek bir bağ oluşturmaz insanlar arasında. Zayıflar, gevşer o bağlar. İnsanları bir arada en iyi sevgi tutabilir kanımca. İnsanları ürkütmeyen, zorlamayan; sevgidir ancak sarıp sarmalayabilen. Bu parça aşağıdaki metin türlerinden hangisine örnek olabilir?",A) Anı,B) Deneme,C) Makale,D) Köşe yazısı (Fıkra),B
2022,9,Sözel Mantık,Görsel Okuma,3,"Atların çeşitli yürüyüş biçimleri vardır. Kenter yürüyüşünde atın ayak hareketlerinin aşamaları şunlardır: 1. aşama: Arka ayaklardan biri, örneğin sol arka ayak, yere basar ve atı öne doğru iter. Bu sırada diğer üç ayak havadadır... 2. aşama: Sağ arka ve çaprazındaki ayak yere basar... 3. aşama: Ön sağ ayak yere değerken çaprazındaki ayak yere basmaktadır. 4.  aşama: At kısa bir süreliğine de olsa havada asılı kalır... Buna göre, aşağıdaki görsellerden hangisi 'kenter yürüyüşü'nün numaralanmış aşamalarından herhangi birine ait olamaz?",A) Görsel A (Tüm ayakların pozisyonu uyumsuzdur),B) Görsel B,C) Görsel C,D) Görsel D,A
2022,10,Paragrafta Anlam,Ana Düşünce,3,"I. Uzmanlar, Fransa'da Toulouse Müzesinde seksen yıldır sergilenen 17 bin yıllık deniz kabuğunu yeniden incelediler. II. İnceleme sonucunda deniz kabuğunun, türünün en eski üflemeli çalgısı olduğunu keşfettiler. III. Deniz kabuğu 1931'de Pirenelerdeki bir avcı-toplayıcı mağarasında bulunmuştu. Numaralanmış cümlelerin anlamca doğru bir biçimde birleştirilmiş hâli aşağıdakilerden hangisidir?",A) Fransa'da seksen yıldır sergilendiği Toulouse Müzesi uzmanları tarafından yeniden incelenen ve bu inceleme sonucunda türünün en eski üflemeli çalgısı olduğu keşfedilen 17 bin yıllık deniz kabuğu 1931'de Pirenelerdeki bir avcı-toplayıcı mağarasında bulunmuştu.,"B) 1931'de Pirenelerdeki bir avcı-toplayıcı mağarasında bulunan, türünün en eski üflemeli çalgısı olan ve Fransa'da Toulouse Müzesinde seksen yıldır sergilenen deniz kabuğunu yeniden inceleyen uzmanlar deniz kabuğunun 17 bin yıllık olduğunu keşfetti.","C) Fransa'da seksen yıldır Toulouse Müzesinde sergilenen ve 1931'de Pirenelerdeki bir avcı-toplayıcı mağarasında bulunan deniz kabuğunu yeniden inceleyen uzmanlar, deniz kabuğunun 17 bin yıllık ve türünün en eski üflemeli çalgısı olduğunu keşfettiler.","D) 1931'de Pirenelerdeki bir avcı-toplayıcı mağarasında bulunan ve Fransa'da Toulouse Müzesinde seksen yıldır sergilenen 17 bin yıllık deniz kabuğunu yeniden inceleyen uzmanlar, bu inceleme sonucunda deniz kabuğunun, türünün en eski üflemeli çalgısı olduğunu keşfettiler.",D
2022,11,Paragrafta Anlam,Ana Düşünce,3,"'Hem kemankeş hem çilekeş' deyiminin artık gündelik hayatın içindeki konuşmalarda eskisi kadar kullanılmadığını fark ediyorum. Bu deyim acılarla yaşayan ve sıkıntı çeken insanlar için kullanılır. Atalarımız ok attıkları yayın kavisli kısmına keman, yayı germeye yarayan ipe de kiriş veya çile demişlerdir. Dönemin askerlerinin ağzından 'Çok çile çektik vesselam! Biz ne çileler çektik.' sözleri duyulduğunda aslında 'Kirişe asıldık.' demek istedikleri ancak 'çile' sözcüğünün diğer anlamını da ima ettikleri anlaşılırmış.  Bu metnin anlatımıyla ilgili aşağıdakilerden hangisi söylenemez? ",A) Tartışmacı bir anlatım vardır.,B) Karşılaştırma yapılmıştır.,C) Tanımlamaya başvurulmuştur.,D) Gözlemden yararlanılmıştır.,A
2022,12,Paragrafta Anlam,Ana Düşünce,3,"Gazeteci: Polisiye roman türünde oldukça başarılısınız. ----? 
Yazar: Hikâyeme uygun polisiye olayları kendim kurguluyorum. Teknik ayrıntılar için adli tıp raporlarından ve gazete haberlerinden yararlanıyorum. Bazen polis kaynaklarına geçmiş olayları da inceliyorum.
Gazeteci: ----? 
Yazar: Hiç kimsenin, yazarken kendini kısıtlamasından yana değilim. Ama benim için vicdanım, yazarlığımdan önce geliyor. Çünkü ben aynı zamanda bir babayım, torun sahibiyim ve arkadaşlarım var. Ben, suçluyu özendirici olmaktan uzak duruyorum.
Bu konuşmada boş bırakılan yerlere düşüncenin akışına göre sırasıyla aşağıdakilerden hangisi getirilmelidir?",A) Romanlarınızı kurgularken yaşanmış olaylara ve gerçek kaynaklara başvuruyor musunuz / Eserlerinizde karakterlerin psikolojisini iyi yansıttığınız biliniyor. Bu başarıyı neye borçlusunuz,"B) Polisiye roman yazarken teknik ayrıntılar ne kadar önemlidir / Gençler bazen suçluların dünyasından etkilenip onlara özenebiliyor. Bu durum, yazarken sizi kısıtlıyor mu",C) Romanlarınızı yazarken nasıl bir yöntem izliyorsunuz / Polisiye romanlarda çoğu zaman suçlular kahramanlaştırılıyor. Siz de romanlarınızda kahraman suçlular yaratıyor musunuz,"D) Polisiye roman yazarları için konu ve kaynak bulmak zor mudur / Sanatçıların, eserlerini yazarken yakın çevresindeki kişi ve olaylardan etkilendikleri biliniyor. Siz bu konuda ne düşünüyorsunuz",C
2022,13,Paragrafta Anlam,Ana Düşünce,3,"Kekova, bu yaz tatilinde gezdiğim koylar içinde en güzel olanıydı. Aşağıdakilerden hangisi anlamca bu cümleye en yakındır?",A) Bu yaz tatilinde gezdiğim Kekova kadar güzel bir koy yok.,"B) Bu yaz tatilinde gezdiğim koylardan hiçbiri, Kekova kadar güzel değildi.","C) Kekova, bu yaz tatilinde gezdiğim tek güzel koydu.","D) Kekova, bu yaz tatilinde gezdiğim en güzel koylardan biriydi.",B
